indicador,country,countryiso3code,year,value
GDP (current US$),"Egypt, Arab Rep.",EGY,2009,189147.005444646
GDP (current US$),"Egypt, Arab Rep.",EGY,2010,218983.666061706
GDP (current US$),"Egypt, Arab Rep.",EGY,2011,235989.672977625
GDP (current US$),"Egypt, Arab Rep.",EGY,2012,279116.666666667
GDP (current US$),"Egypt, Arab Rep.",EGY,2013,288434.108527132
GDP (current US$),"Egypt, Arab Rep.",EGY,2014,305595.408895265
GDP (current US$),"Egypt, Arab Rep.",EGY,2015,329366.576819407
GDP (current US$),"Egypt, Arab Rep.",EGY,2016,332441.717791411
GDP (current US$),"Egypt, Arab Rep.",EGY,2017,235733.695652174
GDP (current US$),"Egypt, Arab Rep.",EGY,2018,249712.999437254
GDP (current US$),"Egypt, Arab Rep.",EGY,2019,303092.255125285
GDP (current US$),"Egypt, Arab Rep.",EGY,2020,
GDP (current US$),El Salvador,SLV,1960,
GDP (current US$),El Salvador,SLV,1961,
GDP (current US$),El Salvador,SLV,1962,
GDP (current US$),El Salvador,SLV,1963,
GDP (current US$),El Salvador,SLV,1964,
GDP (current US$),El Salvador,SLV,1965,877.72
GDP (current US$),El Salvador,SLV,1966,929.52
GDP (current US$),El Salvador,SLV,1967,976.2
GDP (current US$),El Salvador,SLV,1968,1009.7601
GDP (current US$),El Salvador,SLV,1969,1049.4
GDP (current US$),El Salvador,SLV,1970,1132.92
GDP (current US$),El Salvador,SLV,1971,1186.12
GDP (current US$),El Salvador,SLV,1972,1263.72
GDP (current US$),El Salvador,SLV,1973,1442.32
GDP (current US$),El Salvador,SLV,1974,1665.88
GDP (current US$),El Salvador,SLV,1975,1884.1201
GDP (current US$),El Salvador,SLV,1976,2328.2801
GDP (current US$),El Salvador,SLV,1977,2941.6401
GDP (current US$),El Salvador,SLV,1978,3127.96
GDP (current US$),El Salvador,SLV,1979,3463.6399
GDP (current US$),El Salvador,SLV,1980,3573.9599
GDP (current US$),El Salvador,SLV,1981,3437.2002
GDP (current US$),El Salvador,SLV,1982,3399.1891
GDP (current US$),El Salvador,SLV,1983,3506.3478
GDP (current US$),El Salvador,SLV,1984,3661.6834
GDP (current US$),El Salvador,SLV,1985,3800.3686
GDP (current US$),El Salvador,SLV,1986,3771.6632
GDP (current US$),El Salvador,SLV,1987,3958.0458
GDP (current US$),El Salvador,SLV,1988,4189.88
GDP (current US$),El Salvador,SLV,1989,4372.2153
GDP (current US$),El Salvador,SLV,1990,4817.54220402673
GDP (current US$),El Salvador,SLV,1991,5252.3424
GDP (current US$),El Salvador,SLV,1992,5813.3993
GDP (current US$),El Salvador,SLV,1993,6680.2692
GDP (current US$),El Salvador,SLV,1994,7679.384
GDP (current US$),El Salvador,SLV,1995,8921.9471
GDP (current US$),El Salvador,SLV,1996,9586.3278
GDP (current US$),El Salvador,SLV,1997,10221.7059
GDP (current US$),El Salvador,SLV,1998,10936.6699
GDP (current US$),El Salvador,SLV,1999,11284.197
GDP (current US$),El Salvador,SLV,2000,11784.9277
GDP (current US$),El Salvador,SLV,2001,12282.5336
GDP (current US$),El Salvador,SLV,2002,12664.1903
GDP (current US$),El Salvador,SLV,2003,13243.8922
GDP (current US$),El Salvador,SLV,2004,13724.8109
GDP (current US$),El Salvador,SLV,2005,14698.0014
GDP (current US$),El Salvador,SLV,2006,15999.8864
GDP (current US$),El Salvador,SLV,2007,17011.7509
GDP (current US$),El Salvador,SLV,2008,17986.89
GDP (current US$),El Salvador,SLV,2009,17601.62
GDP (current US$),El Salvador,SLV,2010,18447.92
GDP (current US$),El Salvador,SLV,2011,20283.79
GDP (current US$),El Salvador,SLV,2012,21386.14
GDP (current US$),El Salvador,SLV,2013,21990.97
GDP (current US$),El Salvador,SLV,2014,22593.48
GDP (current US$),El Salvador,SLV,2015,23438.24
GDP (current US$),El Salvador,SLV,2016,24191.44
GDP (current US$),El Salvador,SLV,2017,24979.2
GDP (current US$),El Salvador,SLV,2018,26117.4
GDP (current US$),El Salvador,SLV,2019,27022.64
GDP (current US$),El Salvador,SLV,2020,
GDP (current US$),Equatorial Guinea,GNQ,1960,
GDP (current US$),Equatorial Guinea,GNQ,1961,
GDP (current US$),Equatorial Guinea,GNQ,1962,9.12275145318345
GDP (current US$),Equatorial Guinea,GNQ,1963,10.8400951283649
GDP (current US$),Equatorial Guinea,GNQ,1964,12.7124713960211
GDP (current US$),Equatorial Guinea,GNQ,1965,64.7483333333333
GDP (current US$),Equatorial Guinea,GNQ,1966,69.11
GDP (current US$),Equatorial Guinea,GNQ,1967,72.3174469327193
GDP (current US$),Equatorial Guinea,GNQ,1968,67.5142857142857
GDP (current US$),Equatorial Guinea,GNQ,1969,67.2257142857143
GDP (current US$),Equatorial Guinea,GNQ,1970,66.3314285714286
GDP (current US$),Equatorial Guinea,GNQ,1971,64.946954756798
GDP (current US$),Equatorial Guinea,GNQ,1972,65.429198238708
GDP (current US$),Equatorial Guinea,GNQ,1973,81.2032269138345
GDP (current US$),Equatorial Guinea,GNQ,1974,94.1598627073691
GDP (current US$),Equatorial Guinea,GNQ,1975,104.295643388437
GDP (current US$),Equatorial Guinea,GNQ,1976,103.65304993797
GDP (current US$),Equatorial Guinea,GNQ,1977,103.987520075827
GDP (current US$),Equatorial Guinea,GNQ,1978,
GDP (current US$),Equatorial Guinea,GNQ,1979,
GDP (current US$),Equatorial Guinea,GNQ,1980,50.6428807737503
GDP (current US$),Equatorial Guinea,GNQ,1981,36.7314228456914
GDP (current US$),Equatorial Guinea,GNQ,1982,44.294647733479
GDP (current US$),Equatorial Guinea,GNQ,1983,44.44245694764
GDP (current US$),Equatorial Guinea,GNQ,1984,50.3209144065688
GDP (current US$),Equatorial Guinea,GNQ,1985,62.1185648495425
GDP (current US$),Equatorial Guinea,GNQ,1986,76.4073967552964
GDP (current US$),Equatorial Guinea,GNQ,1987,93.3458477270323
GDP (current US$),Equatorial Guinea,GNQ,1988,100.534663294927
GDP (current US$),Equatorial Guinea,GNQ,1989,88.2659745843603
GDP (current US$),Equatorial Guinea,GNQ,1990,112.119406548331
GDP (current US$),Equatorial Guinea,GNQ,1991,110.906032075075
GDP (current US$),Equatorial Guinea,GNQ,1992,134.707184355541
GDP (current US$),Equatorial Guinea,GNQ,1993,136.047896155778
GDP (current US$),Equatorial Guinea,GNQ,1994,100.807001813926
GDP (current US$),Equatorial Guinea,GNQ,1995,141.853368256815
GDP (current US$),Equatorial Guinea,GNQ,1996,232.463036435759
GDP (current US$),Equatorial Guinea,GNQ,1997,442.337849474377
GDP (current US$),Equatorial Guinea,GNQ,1998,370.687618717326
GDP (current US$),Equatorial Guinea,GNQ,1999,621.117885668503
GDP (current US$),Equatorial Guinea,GNQ,2000,1045.99849643872
GDP (current US$),Equatorial Guinea,GNQ,2001,1461.13902202954
GDP (current US$),Equatorial Guinea,GNQ,2002,1806.74274227311
GDP (current US$),Equatorial Guinea,GNQ,2003,2484.74593509329
GDP (current US$),Equatorial Guinea,GNQ,2004,4410.76433866733
GDP (current US$),Equatorial Guinea,GNQ,2005,8217.36909265224
GDP (current US$),Equatorial Guinea,GNQ,2006,10086.5286988604
GDP (current US$),Equatorial Guinea,GNQ,2007,13071.7187587373
GDP (current US$),Equatorial Guinea,GNQ,2008,19749.8935363204
GDP (current US$),Equatorial Guinea,GNQ,2009,15027.7951732187
GDP (current US$),Equatorial Guinea,GNQ,2010,16314.4421833477
GDP (current US$),Equatorial Guinea,GNQ,2011,21357.3448474966
GDP (current US$),Equatorial Guinea,GNQ,2012,22388.3458102466
GDP (current US$),Equatorial Guinea,GNQ,2013,21948.8353503425
GDP (current US$),Equatorial Guinea,GNQ,2014,21765.454404421
GDP (current US$),Equatorial Guinea,GNQ,2015,13185.4968364124
GDP (current US$),Equatorial Guinea,GNQ,2016,11240.8091324145
GDP (current US$),Equatorial Guinea,GNQ,2017,12200.9149295961
GDP (current US$),Equatorial Guinea,GNQ,2018,13278.4885673058
GDP (current US$),Equatorial Guinea,GNQ,2019,11026.7749453415
GDP (current US$),Equatorial Guinea,GNQ,2020,
GDP (current US$),Eritrea,ERI,1960,
GDP (current US$),Eritrea,ERI,1961,
GDP (current US$),Eritrea,ERI,1962,
GDP (current US$),Eritrea,ERI,1963,
GDP (current US$),Eritrea,ERI,1964,
GDP (current US$),Eritrea,ERI,1965,
GDP (current US$),Eritrea,ERI,1966,
GDP (current US$),Eritrea,ERI,1967,
GDP (current US$),Eritrea,ERI,1968,
GDP (current US$),Eritrea,ERI,1969,
GDP (current US$),Eritrea,ERI,1970,
GDP (current US$),Eritrea,ERI,1971,
GDP (current US$),Eritrea,ERI,1972,
GDP (current US$),Eritrea,ERI,1973,
GDP (current US$),Eritrea,ERI,1974,
GDP (current US$),Eritrea,ERI,1975,
GDP (current US$),Eritrea,ERI,1976,
GDP (current US$),Eritrea,ERI,1977,
GDP (current US$),Eritrea,ERI,1978,
GDP (current US$),Eritrea,ERI,1979,
GDP (current US$),Eritrea,ERI,1980,
GDP (current US$),Eritrea,ERI,1981,
GDP (current US$),Eritrea,ERI,1982,
GDP (current US$),Eritrea,ERI,1983,
GDP (current US$),Eritrea,ERI,1984,
GDP (current US$),Eritrea,ERI,1985,
GDP (current US$),Eritrea,ERI,1986,
GDP (current US$),Eritrea,ERI,1987,
GDP (current US$),Eritrea,ERI,1988,
GDP (current US$),Eritrea,ERI,1989,
GDP (current US$),Eritrea,ERI,1990,
GDP (current US$),Eritrea,ERI,1991,
GDP (current US$),Eritrea,ERI,1992,477.101651648376
GDP (current US$),Eritrea,ERI,1993,467.872714755603
GDP (current US$),Eritrea,ERI,1994,531.688311688312
GDP (current US$),Eritrea,ERI,1995,578.015625
GDP (current US$),Eritrea,ERI,1996,693.535954190067
GDP (current US$),Eritrea,ERI,1997,686.490090140141
GDP (current US$),Eritrea,ERI,1998,745.52615493283
GDP (current US$),Eritrea,ERI,1999,688.921325712043
GDP (current US$),Eritrea,ERI,2000,706.370815584416
GDP (current US$),Eritrea,ERI,2001,752.368495512622
GDP (current US$),Eritrea,ERI,2002,729.321366651861
GDP (current US$),Eritrea,ERI,2003,870.247703182758
GDP (current US$),Eritrea,ERI,2004,1109.05400543971
GDP (current US$),Eritrea,ERI,2005,1098.42590074116
GDP (current US$),Eritrea,ERI,2006,1211.1618796748
GDP (current US$),Eritrea,ERI,2007,1317.97449105691
GDP (current US$),Eritrea,ERI,2008,1380.1888
GDP (current US$),Eritrea,ERI,2009,1856.69555121951
GDP (current US$),Eritrea,ERI,2010,1589.51544715447
GDP (current US$),Eritrea,ERI,2011,2065.00162601626
GDP (current US$),Eritrea,ERI,2012,
GDP (current US$),Eritrea,ERI,2013,
GDP (current US$),Eritrea,ERI,2014,
GDP (current US$),Eritrea,ERI,2015,
GDP (current US$),Eritrea,ERI,2016,
GDP (current US$),Eritrea,ERI,2017,
GDP (current US$),Eritrea,ERI,2018,
GDP (current US$),Eritrea,ERI,2019,
GDP (current US$),Eritrea,ERI,2020,
GDP (current US$),Estonia,EST,1960,
GDP (current US$),Estonia,EST,1961,
GDP (current US$),Estonia,EST,1962,
GDP (current US$),Estonia,EST,1963,
GDP (current US$),Estonia,EST,1964,
GDP (current US$),Estonia,EST,1965,
GDP (current US$),Estonia,EST,1966,
GDP (current US$),Estonia,EST,1967,
GDP (current US$),Estonia,EST,1968,
GDP (current US$),Estonia,EST,1969,
GDP (current US$),Estonia,EST,1970,
GDP (current US$),Estonia,EST,1971,
GDP (current US$),Estonia,EST,1972,
GDP (current US$),Estonia,EST,1973,
GDP (current US$),Estonia,EST,1974,
GDP (current US$),Estonia,EST,1975,
GDP (current US$),Estonia,EST,1976,
GDP (current US$),Estonia,EST,1977,
GDP (current US$),Estonia,EST,1978,
GDP (current US$),Estonia,EST,1979,
GDP (current US$),Estonia,EST,1980,
GDP (current US$),Estonia,EST,1981,
GDP (current US$),Estonia,EST,1982,
GDP (current US$),Estonia,EST,1983,
GDP (current US$),Estonia,EST,1984,
GDP (current US$),Estonia,EST,1985,
GDP (current US$),Estonia,EST,1986,
GDP (current US$),Estonia,EST,1987,
GDP (current US$),Estonia,EST,1988,
GDP (current US$),Estonia,EST,1989,
GDP (current US$),Estonia,EST,1990,
GDP (current US$),Estonia,EST,1991,
GDP (current US$),Estonia,EST,1992,
GDP (current US$),Estonia,EST,1993,4006.983328923
GDP (current US$),Estonia,EST,1994,4116.73461310113
GDP (current US$),Estonia,EST,1995,4497.82376081825
GDP (current US$),Estonia,EST,1996,4780.1703732605
GDP (current US$),Estonia,EST,1997,5147.7107754734
GDP (current US$),Estonia,EST,1998,5665.91723217266
GDP (current US$),Estonia,EST,1999,5762.04855195911
GDP (current US$),Estonia,EST,2000,5694.06984243988
GDP (current US$),Estonia,EST,2001,6259.25789991943
GDP (current US$),Estonia,EST,2002,7372.45737967411
GDP (current US$),Estonia,EST,2003,9877.63663053297
GDP (current US$),Estonia,EST,2004,12144.397515528
GDP (current US$),Estonia,EST,2005,14098.3260788459
GDP (current US$),Estonia,EST,2006,17012.3221678585
GDP (current US$),Estonia,EST,2007,22445.583082398
GDP (current US$),Estonia,EST,2008,24371.2992529662
GDP (current US$),Estonia,EST,2009,19744.1108641289
GDP (current US$),Estonia,EST,2010,19693.6082890773
GDP (current US$),Estonia,EST,2011,23391.5300063166
GDP (current US$),Estonia,EST,2012,23192.7089818446
GDP (current US$),Estonia,EST,2013,25271.406707566
GDP (current US$),Estonia,EST,2014,26773.4736251921
GDP (current US$),Estonia,EST,2015,23048.8642426072
GDP (current US$),Estonia,EST,2016,24259.5528889717
GDP (current US$),Estonia,EST,2017,26951.6488285789
GDP (current US$),Estonia,EST,2018,30631.1422268533
GDP (current US$),Estonia,EST,2019,31471.1006562431
GDP (current US$),Estonia,EST,2020,
GDP (current US$),Eswatini,SWZ,1960,35.0761584768305
GDP (current US$),Eswatini,SWZ,1961,43.0251994960101
GDP (current US$),Eswatini,SWZ,1962,45.9270614587708
GDP (current US$),Eswatini,SWZ,1963,54.1283774324513
GDP (current US$),Eswatini,SWZ,1964,64.9792804143917
GDP (current US$),Eswatini,SWZ,1965,70.2785944281114
GDP (current US$),Eswatini,SWZ,1966,76.8584628307434
GDP (current US$),Eswatini,SWZ,1967,74.7585048299034
GDP (current US$),Eswatini,SWZ,1968,79.7984040319194
GDP (current US$),Eswatini,SWZ,1969,105.417891642167
GDP (current US$),Eswatini,SWZ,1970,112.137757244855
GDP (current US$),Eswatini,SWZ,1971,136.465324384787
GDP (current US$),Eswatini,SWZ,1972,146.74125146351
GDP (current US$),Eswatini,SWZ,1973,221.902017291066
GDP (current US$),Eswatini,SWZ,1974,264.311994113319
GDP (current US$),Eswatini,SWZ,1975,288.302907369845
GDP (current US$),Eswatini,SWZ,1976,272.539098436063
GDP (current US$),Eswatini,SWZ,1977,304.047838086477
GDP (current US$),Eswatini,SWZ,1978,340.616375344986
GDP (current US$),Eswatini,SWZ,1979,412.093133760988
GDP (current US$),Eswatini,SWZ,1980,542.000513610683
GDP (current US$),Eswatini,SWZ,1981,571.542674577818
GDP (current US$),Eswatini,SWZ,1982,537.575980843618
GDP (current US$),Eswatini,SWZ,1983,555.336145767884
GDP (current US$),Eswatini,SWZ,1984,494.475699857656
GDP (current US$),Eswatini,SWZ,1985,361.01489045841
GDP (current US$),Eswatini,SWZ,1986,449.146608315098
GDP (current US$),Eswatini,SWZ,1987,584.135559921414
GDP (current US$),Eswatini,SWZ,1988,692.016714317132
GDP (current US$),Eswatini,SWZ,1989,696.915430663057
GDP (current US$),Eswatini,SWZ,1990,1114.7030881614
GDP (current US$),Eswatini,SWZ,1991,1156.14199833412
GDP (current US$),Eswatini,SWZ,1992,1284.7662342216
GDP (current US$),Eswatini,SWZ,1993,1357.20699574624
GDP (current US$),Eswatini,SWZ,1994,1419.29345499606
GDP (current US$),Eswatini,SWZ,1995,1698.98243776019
GDP (current US$),Eswatini,SWZ,1996,1602.76010048147
GDP (current US$),Eswatini,SWZ,1997,1716.69991319444
GDP (current US$),Eswatini,SWZ,1998,1576.9042924588
GDP (current US$),Eswatini,SWZ,1999,1547.88444226205
GDP (current US$),Eswatini,SWZ,2000,1738.10085305052
GDP (current US$),Eswatini,SWZ,2001,1542.47735535654
GDP (current US$),Eswatini,SWZ,2002,1432.228172702
GDP (current US$),Eswatini,SWZ,2003,2197.612767195
GDP (current US$),Eswatini,SWZ,2004,2770.08282246579
GDP (current US$),Eswatini,SWZ,2005,3178.12655480949
GDP (current US$),Eswatini,SWZ,2006,3291.35380639445
GDP (current US$),Eswatini,SWZ,2007,3469.36392539813
GDP (current US$),Eswatini,SWZ,2008,3294.09336416017
GDP (current US$),Eswatini,SWZ,2009,3580.41716133448
GDP (current US$),Eswatini,SWZ,2010,4438.77854723269
GDP (current US$),Eswatini,SWZ,2011,4820.49949732134
GDP (current US$),Eswatini,SWZ,2012,4886.65880633374
GDP (current US$),Eswatini,SWZ,2013,4597.70290312892
GDP (current US$),Eswatini,SWZ,2014,4422.3049747989
GDP (current US$),Eswatini,SWZ,2015,4062.66088982685
GDP (current US$),Eswatini,SWZ,2016,3816.01848452711
GDP (current US$),Eswatini,SWZ,2017,4402.97299953486
GDP (current US$),Eswatini,SWZ,2018,4665.42424906156
GDP (current US$),Eswatini,SWZ,2019,4471.5987266436
GDP (current US$),Eswatini,SWZ,2020,
GDP (current US$),Ethiopia,ETH,1960,
GDP (current US$),Ethiopia,ETH,1961,
GDP (current US$),Ethiopia,ETH,1962,
GDP (current US$),Ethiopia,ETH,1963,
GDP (current US$),Ethiopia,ETH,1964,
GDP (current US$),Ethiopia,ETH,1965,
GDP (current US$),Ethiopia,ETH,1966,
GDP (current US$),Ethiopia,ETH,1967,
GDP (current US$),Ethiopia,ETH,1968,
GDP (current US$),Ethiopia,ETH,1969,
GDP (current US$),Ethiopia,ETH,1970,
GDP (current US$),Ethiopia,ETH,1971,
GDP (current US$),Ethiopia,ETH,1972,
GDP (current US$),Ethiopia,ETH,1973,
GDP (current US$),Ethiopia,ETH,1974,
GDP (current US$),Ethiopia,ETH,1975,
GDP (current US$),Ethiopia,ETH,1976,
GDP (current US$),Ethiopia,ETH,1977,
GDP (current US$),Ethiopia,ETH,1978,
GDP (current US$),Ethiopia,ETH,1979,
GDP (current US$),Ethiopia,ETH,1980,
GDP (current US$),Ethiopia,ETH,1981,7324.9031884058
GDP (current US$),Ethiopia,ETH,1982,7707.67801932367
GDP (current US$),Ethiopia,ETH,1983,8567.89082125604
GDP (current US$),Ethiopia,ETH,1984,8096.30236714976
GDP (current US$),Ethiopia,ETH,1985,9480.84048309179
GDP (current US$),Ethiopia,ETH,1986,9848.60086956522
GDP (current US$),Ethiopia,ETH,1987,10527.338647343
GDP (current US$),Ethiopia,ETH,1988,10908.9357487923
GDP (current US$),Ethiopia,ETH,1989,11476.5848792271
GDP (current US$),Ethiopia,ETH,1990,12175.166763285
GDP (current US$),Ethiopia,ETH,1991,13463.8683574879
GDP (current US$),Ethiopia,ETH,1992,10492.9930776093
GDP (current US$),Ethiopia,ETH,1993,8830.71271390781
GDP (current US$),Ethiopia,ETH,1994,6927.95056455657
GDP (current US$),Ethiopia,ETH,1995,7663.98456790123
GDP (current US$),Ethiopia,ETH,1996,8547.93973062374
GDP (current US$),Ethiopia,ETH,1997,8589.21139049612
GDP (current US$),Ethiopia,ETH,1998,7818.22490555071
GDP (current US$),Ethiopia,ETH,1999,7700.83348200615
GDP (current US$),Ethiopia,ETH,2000,8242.39210368061
GDP (current US$),Ethiopia,ETH,2001,8231.32601647494
GDP (current US$),Ethiopia,ETH,2002,7850.80949816803
GDP (current US$),Ethiopia,ETH,2003,8623.69130004079
GDP (current US$),Ethiopia,ETH,2004,10131.1872614421
GDP (current US$),Ethiopia,ETH,2005,12401.1394539738
GDP (current US$),Ethiopia,ETH,2006,15280.8618346024
GDP (current US$),Ethiopia,ETH,2007,19707.6167727996
GDP (current US$),Ethiopia,ETH,2008,27066.9126352228
GDP (current US$),Ethiopia,ETH,2009,32437.389116038
GDP (current US$),Ethiopia,ETH,2010,29933.7903343418
GDP (current US$),Ethiopia,ETH,2011,31952.76308933
GDP (current US$),Ethiopia,ETH,2012,43310.7214140829
GDP (current US$),Ethiopia,ETH,2013,47648.2111332183
GDP (current US$),Ethiopia,ETH,2014,55612.2282335179
GDP (current US$),Ethiopia,ETH,2015,64589.3349788013
GDP (current US$),Ethiopia,ETH,2016,74296.6184810882
GDP (current US$),Ethiopia,ETH,2017,81770.791970982
GDP (current US$),Ethiopia,ETH,2018,84269.3483273454
GDP (current US$),Ethiopia,ETH,2019,95912.5906281412
GDP (current US$),Ethiopia,ETH,2020,
GDP (current US$),Faroe Islands,FRO,1960,
GDP (current US$),Faroe Islands,FRO,1961,
GDP (current US$),Faroe Islands,FRO,1962,
GDP (current US$),Faroe Islands,FRO,1963,
GDP (current US$),Faroe Islands,FRO,1964,
GDP (current US$),Faroe Islands,FRO,1965,
GDP (current US$),Faroe Islands,FRO,1966,
GDP (current US$),Faroe Islands,FRO,1967,
GDP (current US$),Faroe Islands,FRO,1968,
GDP (current US$),Faroe Islands,FRO,1969,
GDP (current US$),Faroe Islands,FRO,1970,
GDP (current US$),Faroe Islands,FRO,1971,
GDP (current US$),Faroe Islands,FRO,1972,
GDP (current US$),Faroe Islands,FRO,1973,
GDP (current US$),Faroe Islands,FRO,1974,
GDP (current US$),Faroe Islands,FRO,1975,
GDP (current US$),Faroe Islands,FRO,1976,
GDP (current US$),Faroe Islands,FRO,1977,
GDP (current US$),Faroe Islands,FRO,1978,
GDP (current US$),Faroe Islands,FRO,1979,
GDP (current US$),Faroe Islands,FRO,1980,
GDP (current US$),Faroe Islands,FRO,1981,
GDP (current US$),Faroe Islands,FRO,1982,
GDP (current US$),Faroe Islands,FRO,1983,
GDP (current US$),Faroe Islands,FRO,1984,
GDP (current US$),Faroe Islands,FRO,1985,
GDP (current US$),Faroe Islands,FRO,1986,
GDP (current US$),Faroe Islands,FRO,1987,
GDP (current US$),Faroe Islands,FRO,1988,
GDP (current US$),Faroe Islands,FRO,1989,
GDP (current US$),Faroe Islands,FRO,1990,
GDP (current US$),Faroe Islands,FRO,1991,
GDP (current US$),Faroe Islands,FRO,1992,
GDP (current US$),Faroe Islands,FRO,1993,
GDP (current US$),Faroe Islands,FRO,1994,
GDP (current US$),Faroe Islands,FRO,1995,
GDP (current US$),Faroe Islands,FRO,1996,
GDP (current US$),Faroe Islands,FRO,1997,
GDP (current US$),Faroe Islands,FRO,1998,1107.8826408787
GDP (current US$),Faroe Islands,FRO,1999,1120.28038186979
GDP (current US$),Faroe Islands,FRO,2000,1058.7027254395
GDP (current US$),Faroe Islands,FRO,2001,1147.65463545922
GDP (current US$),Faroe Islands,FRO,2002,1262.6698924595
GDP (current US$),Faroe Islands,FRO,2003,1494.01156701125
GDP (current US$),Faroe Islands,FRO,2004,1688.23755236935
GDP (current US$),Faroe Islands,FRO,2005,1727.79269289133
GDP (current US$),Faroe Islands,FRO,2006,1984.44541602206
GDP (current US$),Faroe Islands,FRO,2007,2290.13354887301
GDP (current US$),Faroe Islands,FRO,2008,2432.41599811695
GDP (current US$),Faroe Islands,FRO,2009,2268.38777071014
GDP (current US$),Faroe Islands,FRO,2010,2320.42460126954
GDP (current US$),Faroe Islands,FRO,2011,2490.80783057351
GDP (current US$),Faroe Islands,FRO,2012,2366.30125161847
GDP (current US$),Faroe Islands,FRO,2013,2627.04983708135
GDP (current US$),Faroe Islands,FRO,2014,2850.7438752784
GDP (current US$),Faroe Islands,FRO,2015,2518.09628561661
GDP (current US$),Faroe Islands,FRO,2016,2738.83268713698
GDP (current US$),Faroe Islands,FRO,2017,2905.1023035333
GDP (current US$),Faroe Islands,FRO,2018,3116.88784721122
GDP (current US$),Faroe Islands,FRO,2019,
GDP (current US$),Faroe Islands,FRO,2020,
GDP (current US$),Fiji,FJI,1960,112.328422113084
GDP (current US$),Fiji,FJI,1961,116.987784913739
GDP (current US$),Fiji,FJI,1962,122.906434957814
GDP (current US$),Fiji,FJI,1963,129.454728623599
GDP (current US$),Fiji,FJI,1964,140.032741468329
GDP (current US$),Fiji,FJI,1965,147.084750031482
GDP (current US$),Fiji,FJI,1966,150.603925515853
GDP (current US$),Fiji,FJI,1967,162.625885863484
GDP (current US$),Fiji,FJI,1968,166.952937135005
GDP (current US$),Fiji,FJI,1969,182.182067703568
GDP (current US$),Fiji,FJI,1970,219.878482173564
GDP (current US$),Fiji,FJI,1971,247.749327721267
GDP (current US$),Fiji,FJI,1972,316.650508967523
GDP (current US$),Fiji,FJI,1973,425.963359355326
GDP (current US$),Fiji,FJI,1974,558.589870903674
GDP (current US$),Fiji,FJI,1975,684.268280812751
GDP (current US$),Fiji,FJI,1976,694.552411718837
GDP (current US$),Fiji,FJI,1977,719.533137126662
GDP (current US$),Fiji,FJI,1978,829.239489844119
GDP (current US$),Fiji,FJI,1979,1019.74392724662
GDP (current US$),Fiji,FJI,1980,1202.5673594132
GDP (current US$),Fiji,FJI,1981,1235.89983618067
GDP (current US$),Fiji,FJI,1982,1194.01544401544
GDP (current US$),Fiji,FJI,1983,1123.10727630285
GDP (current US$),Fiji,FJI,1984,1177.99741363384
GDP (current US$),Fiji,FJI,1985,1141.21012482663
GDP (current US$),Fiji,FJI,1986,1290.22861682408
GDP (current US$),Fiji,FJI,1987,1177.90819197685
GDP (current US$),Fiji,FJI,1988,1109.97692791722
GDP (current US$),Fiji,FJI,1989,1182.68657722645
GDP (current US$),Fiji,FJI,1990,1337.02478222702
GDP (current US$),Fiji,FJI,1991,1383.8438601247
GDP (current US$),Fiji,FJI,1992,1531.80306054558
GDP (current US$),Fiji,FJI,1993,1635.42612530808
GDP (current US$),Fiji,FJI,1994,1825.28515811762
GDP (current US$),Fiji,FJI,1995,1970.34772096992
GDP (current US$),Fiji,FJI,1996,2129.26672842585
GDP (current US$),Fiji,FJI,1997,2093.99459721549
GDP (current US$),Fiji,FJI,1998,1656.784779545
GDP (current US$),Fiji,FJI,1999,1942.17099918765
GDP (current US$),Fiji,FJI,2000,1684.10974349338
GDP (current US$),Fiji,FJI,2001,1660.10234560309
GDP (current US$),Fiji,FJI,2002,1842.69148109196
GDP (current US$),Fiji,FJI,2003,2315.93575271653
GDP (current US$),Fiji,FJI,2004,2727.50721292556
GDP (current US$),Fiji,FJI,2005,3006.72501478415
GDP (current US$),Fiji,FJI,2006,3102.74145101664
GDP (current US$),Fiji,FJI,2007,3405.05061168726
GDP (current US$),Fiji,FJI,2008,3523.18591955826
GDP (current US$),Fiji,FJI,2009,2870.62463568032
GDP (current US$),Fiji,FJI,2010,3140.5088359485
GDP (current US$),Fiji,FJI,2011,3774.53061565916
GDP (current US$),Fiji,FJI,2012,3972.01257053467
GDP (current US$),Fiji,FJI,2013,4190.14320625611
GDP (current US$),Fiji,FJI,2014,4856.96325197477
GDP (current US$),Fiji,FJI,2015,4682.54688115833
GDP (current US$),Fiji,FJI,2016,4930.20421971304
GDP (current US$),Fiji,FJI,2017,5353.40441866414
GDP (current US$),Fiji,FJI,2018,5581.39312062853
GDP (current US$),Fiji,FJI,2019,5496.25069431587
GDP (current US$),Fiji,FJI,2020,
GDP (current US$),Finland,FIN,1960,5224.10219552771
GDP (current US$),Finland,FIN,1961,5921.65948503284
GDP (current US$),Finland,FIN,1962,6340.58085439073
GDP (current US$),Finland,FIN,1963,6885.92032866187
GDP (current US$),Finland,FIN,1964,7766.65508578588
GDP (current US$),Finland,FIN,1965,8589.34001902985
GDP (current US$),Finland,FIN,1966,9208.52450487684
GDP (current US$),Finland,FIN,1967,9368.9540103132
GDP (current US$),Finland,FIN,1968,8823.03388032993
GDP (current US$),Finland,FIN,1969,10070.7667205011
GDP (current US$),Finland,FIN,1970,11357.5169875425
